Title,Course,Description,Source,Prep Time,Cook Time,Total Time,Servings,Yield,Ingredients,Directions,Tags,Rating,Photo Url,Calories,Fat,Cholesterol,Sodium,Sugar,Carbohydrate,Fiber,Protein,Cost,Created At,Updated At
"Eenpanscitroenorzo met kip, spinazie en tomaat - | Koken Met Picnic",,"Een romige, en toch zomerse pasta. Met zongedroogde tomaat en lekker veel kaas.","https://picnic.app/nl/recipes/6853efc71568f61cd321fefc?path=store/page;id=recipe-details-page,recipe_id=6853efc71568f61cd321fefc,sharedPage=true",,,,,,"orzo
kipdijfilets
citroenen
zongedroogde tomaten in olie
babyspinazie
ui
mascarpone
basilicum
Parmigiano reggiano
groentebouillonblokjes
roomboter
olijfolie
knoflook","Stap 1. Verhit olie en 1 klontje roomboter in de pan en laat goed heet worden. Voeg 4 kipdijfilets toe en bak aan beide kanten op middelhoog vuur goudbruin en gaar, zo’n 10 minuten per kant (afhankelijk van de dikte). Haal vervolgens uit de pan en zet opzij.
Stap 2.Snijd 1 citroen in plakken. Bak in dezelfde pan de plakjes citroen aan beide kanten even aan. Haal uit de pan en bewaar voor straks.
Stap 3Hak ½ ui en 2 teentjes knoflook fijn. Doe de ui en knoflook in dezelfde pan en bak even aan. Voeg vervolgens 300 g orzo toe en bak 2 minuten mee. Voeg vervolgens 800 ml bouillon toe en doe de deksel op de pan. Houd goed in de gaten en roer af en toe door zodat de orzo niet aanbakt. Kook de orzo gaar en voeg indien nodig extra bouillon toe.
Stap 4 Als de orzo gaar is, voeg je 1 el mascarpone, 50 g zongedroogde tomaten en 100 g babyspinazie toe. Roer goed door. Pers het sap van 1 citroen. Breng op smaak met 1 handje basilicum, het citroensap en wat peper.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/picnic.app_nl_recipes_6853efc71568f61cd321fefc_path_store_page_id_recipe-details-page_recipe_id_6853efc71568f61cd321fefc.webp,,,,,,,,,,24/08/2025 18:01,24/08/2025 18:01
"Tacos met chipotle zalm, gegrilde mais en feta - | Koken Met Picnic",,Gezonde en overheerlijke taco's. Met avocado-jalapeñocrème.,"https://picnic.app/nl/recipes/6853df6bf687d13a94552e15?path=store/page;id=recipe-details-page,recipe_id=6853df6bf687d13a94552e15,sharedPage=true",,,,,,"zalmfilet zonder huid
chipotle pepers
avocado's
yoghurt Griekse stijl
jalapeños in plakjes
biologische limoenen
gesneden spitskool
maïskolven
mini tortilla's
bosuien
2 stengels
feta
witte wijnazijn
knoflookpoeder
paprikapoeder","Meng 3 el olijfolie met 2 el fijngesneden chipotlepepers, 1 el paprikapoeder, 1 tl knoflookpoeder en een snufje zout en peper.
Smeer 300 g zalmfilets hier mee in. Leg in een ovenschaal en bak circa 15 minuten.
Maak ondertussen de crème: pureer 2 avocado met 2 el griekse yogurt en 1 el jalapeños tot een gladde, dikke mousse. Breng op smaak met het sap en de rasp van 1 limoen en wat peper en zout.
Meng 150 g gesneden spitskool met 2 flinke eetlepels van de crème + 2 el wittewijnazijn.
Zet even opzij.
Grill 2 maiskolven goudbruin in een hete grillpan. Laat iets afkoelen en snijd dan de mais van de kolf af.
Grill 8 kleine tortillas vervolgens in dezelfde pan tot ze warm zijn.
Haal de zalm uit de oven. Maak op met feta en bosui. ",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/picnic.app_nl_recipes_6853df6bf687d13a94552e15_path_store_page_id_recipe-details-page_recipe_id_6853df6bf687d13a94552e15.webp,,,,,,,,,,24/08/2025 18:03,24/08/2025 18:03
The Best Sourdough Cinnamon Rolls,,"Pillowy soft, the perfect amount of gooey cinnamon filling and a delicious cream cheese icing make these sourdough cinnamon rolls the best ever. These are the BEST sourdough cinnamon rolls - perfect for a weekend breakfast or special occasion.

Notes:
Cinnamon Roll Size: This recipe makes 12 very large cinnamon rolls. I often cut the rolls into 24 pieces for a smaller, equally delicious version. You can also cut this recipe in half and make 12 smaller rolls in a 9 by 13 inch pan.
Bread Flour: Bread flour creates dough with more elasticity thanks to the higher protein content, and I prefer the texture of cinnamon rolls made with bread flour. If you don’t have bread flour, you can use all-purpose flour and substitute some vital wheat gluten to increase the protein content of the flour. Or substitute all-purpose flour, adding a little bit of extra flour as needed to the dough so it feels tacky, not overly sticky.
Whole Milk: 2% milk can be substituted
Proofing Options for Morning Cinnamon Rolls: Most of us enjoy eating cinnamon rolls in the morning which can be a little tricky with 100% sourdough recipes. Here are some of the proofing options that help make this possible:
Shape Rolls, Proof and Refrigerate to bake the next morning: This is my favorite way to have sourdough cinnamon rolls ready when I wake up. Go through the entire process of shaping the rolls and then proofing them until just doubled in size. Cover them and stick the risen rolls in the refrigerator overnight. Bake straight from the fridge the next morning.
Refrigerate the dough for 12-24 hours and shape rolls in the morning: Refrigerate dough, shape and fill the next morning. Rolls rise in a warm (80-85ºF) place for 3-4 hours and are typically ready for brunch.
Shape and Let Rise Overnight: If you time it right and have consistently lower temperatures(76ºF-78ºF), it can work well to mix the dough in the evening and shape the rolls about 10-12 hours before you want to bake them, giving them time to rise overnight and bake when you wake up.
Shape Rolls, Proof and Bake:Shape the rolls, proof them and bake the rolls when they are risen, light and airy. Cover with foil. Reheat the next morning in the microwave for 10-20 seconds, top with icing and enjoy.",https://amybakesbread.com/the-best-sourdough-cinnamon-rolls/,60,22,2302,,12 cinnamon rolls,"# Sweet Stiff Levain (10-12 hours/overnight at 78ºF)
20 grams sourdough starter, (about 4 teaspoons)
20 grams granulated sugar, (about 2 Tablespoons)
100 grams all purpose flour, (heaping 2/3 cup)
50 grams water, (scant 1/4 cup)
# Sourdough Cinnamon Rolls
180 grams levain, (all of the levain)
440 grams warm whole milk, (about 1 3/4 cup, see recipe notes)
113 grams unsalted butter, melted, (about 1/2 cup)
115 grams granulated sugar, (about 1/2 cup)
2 large eggs, (about 100 grams total)
12 grams salt, (about 2 teaspoons)
950 grams bread flour, (about 6-7 cups)
# Cinnamon Roll Filling
113 grams unsalted butter, (very soft, 1/2 cup)
200 grams packed brown sugar, (scant 1 cup)
8 grams ground cinnamon, (about 1 Tablespoon)
10 grams cornstarch, (about 1 Tablespoon)
# Cinnamon Roll Frosting
113 grams unsalted butter, (softened, 1/2 cup)
55 grams cream cheese, (softened, 1/4 cup)
250 grams powdered sugar, (about 2 cups)
30 grams heavy cream, (about 2 Tablespoons)
5 grams vanilla extract, (about 1 teaspoon)
2 grams maple extract, (about 1/2 teaspoon)
pinch of salt to taste","# Levain (10-12 hours, overnight at 78ºF)
Mix together ripe sourdough starter, all purpose flour, granulated sugar and water. Knead the levain until it forms a cohesive ball. Place in a clear jar and set in a warm 78ºF place. Cover and let rise for 10-12 hours until the levain has doubled in size and the top is rounded.
# Sourdough Cinnamon Rolls
Mix the Dough: Warm the milk in the microwave (about 1 1/2 minutes full power) or on the stove. It should be around 90-100 degrees F, no warmer than that. To the bowl of a stand mixer with a dough hook, add the ripe levain, warmed milk and melted butter.
Add the sugar, eggs, salt and most of the bread flour. Turn on the dough hook and knead for a few minutes. Add the remainder of the bread flour as needed. The dough should be tacky, not overly sticky and should all cling to one side of the bowl (or away from the edges depending on your mixer). Knead for a total of 5-7 minutes until the dough is smooth. Alternatively you can knead this dough by hand if you don't have a stand mixer.
Bulk Fermentation: Put the dough in a container and cover. Set the dough in a warm, 78-80ºF place for 4 hours. Take the temperature of the dough as needed to make sure the dough temperature stays right around 78-80ºF. This temperature is optimal for fermentation. At the end of about 4 hours, the dough should be puffed up and feel very elastic. If it doesn't feel this way, let it bulk ferment for another half hour and check again. At this point you can refrigerate the dough overnight, shaping and proofing the rolls the following morning if desired.
Mix up the Filling: Near the end of bulk fermentation, mix up the cinnamon roll filling. To a small bowl, add the softened butter, brown sugar, cinnamon and cornstarch. Mix together. Set aside.
Shaping: Line a half sheet pan (18 by 13 inches) with parchment paper. Roll the dough out into an approximate 18 by 12 rectangle. Spread the cinnamon filling all over the dough with your fingers, making sure to cover up to the edges of the cinnamon roll. Starting with the dough closest to you, roll up the cinnamon roll and pinch together the seam. Flip the cinnamon roll over, seam side down. Cut the long log of cinnamon roll dough into 12 equal pieces for large cinnamon rolls. Place the cinnamon rolls on the parchment lined pan, snuggling all rolls together on the pan.For 24 smaller rolls, roll the dough into a 24 by 10 inch rectangle. Cut rolls into 24 equal pieces and place in a 6 by 4 grid on the baking sheet.
Proofing: Cover the pan and let rise in an 80ºF place until puffed up, doubled in size and feel light and airy, about 6-8 hours. Do not bake these rolls if they have not risen. At this point the rolls can be baked right away OR for morning cinnamon rolls, cover them and stick in the refrigerator overnight to be baked straight from the fridge the next morning.
Baking: Pre-heat the oven to 350º F. Bake for about 22-25 minutes until the center of the cinnamon rolls is 190-195ºF and they are baked all the way through.
Cream Cheese Frosting: Use a hand mixer to whip together softened butter and cream cheese. Add the powdered sugar, heavy whipping cream, vanilla extract, maple extract and salt. Whip together for 2-3 minutes, scraping down the sides of the bowl as needed. The frosting should be light and fluffy.
Spread frosting over the tops of the cinnamon rolls while they are still warm. Enjoy!",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/amybakesbread.com_the-best-sourdough-cinnamon-rolls.jpg,787,29 g,104 mg,440 mg,50 g,119 g,3 g,14 g,,31/08/2025 15:21,31/08/2025 15:21
Spicy Caesar Salad,,,PLHEZ,,,,,,"Ingrediënten (2 personen, of 4 personen als bijgerecht)
200 gr kipdijfilet
1 el paprikapoeder
1 el gedroogde tijm
1 kleine ciabatta
70 gr bacon
2 eieren
50 gr Parmezaanse kaas (rasp of flakes)
200 gr boerenkool (gesneden)
extra vergine olijfolie
olijfolie om in te bakken
peper en zout
Voor de dressing:
1 el mosterd
3 ansjovisfilets of 1 eetlepel ansjovispasta
1 kleine sjalot
1 teentje knoflook
1 el citroensap
1 el creme fraiche
3 el mayonaise
2 el chili olie (meer/minder naar smaak)","Marineer de kipdijfilet met 1 el extra vergine olijfolie, de paprikapoeder, tijm en cayennepeper naar smaak en breng verder op smaak met peper en zout.
Verwarm ondertussen de oven voor op 190 graden. Snijd de ciabatta in blokjes van een 1,5 bij 1,5 cm en besprenkel met extra vergine olijfolie en peper en zout. Verdeel deze over een met bakpapier beklede bakplaat en schuif in de oven voor +/15 minuten totdat ze krokant zijn (houd de oven ondertussen wel goed in de gaten zodat ze niet verbranden).
Bak de bacon krokant in een hete koekenpan en laat uitlekken op een stuk keukenpapier. Verhit 1 el olijfolie in dezelfde pan en bak de kipdijfilet aan beide zijde goudbruin en gaar in 20-25 minuten.
Kook ondertussen de eieren 6-7 minuten. Spoel af, pel en snijd in kwarten.
Maak ondertussen de dressing: maal met een staafmixer of in een blender de mosterd, eidooiers, ansjovis, sjalot, knoflooktenen, citroensap creme fraiche, neutrale olie en chiliolie tot een dressing. Breng verder op smaak met peper en zout. ",Salade,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/8EEAFD75-FA64-43DD-9B11-5D9950EBE42C.jpg,,,,,,,,,,24/03/2024 19:50,24/03/2024 19:50
Orzetto Tomato Fennel Fish,,,,,,,,,"2 fennel
2 grote shallots
Cherry tomatoes
3/5th bag Orzo
Chicken stock
Lemon
Parmesan
Handful of capers
Splash of White wine (or equivalent)
Cod:
4 cod loins
Lemon zest
Parsley
Capers","Snij sjalot en venkel grof. Bak aan in olijfolie in een gietijzeren pan. 
Snij half bakje kappertjes fijn, voeg samen met bakje cherrytomaten en 3 tenen knoflook toe. 
Meng andere helft kapperjes met peterselie, citroenrasp en olijfolie als een tapenade
Voeg orzo, water, sap van een halve citroen en bouillonblokjes toe aan pan. Rasp er parmezaan overheen en meng. Voeg geleidelijk extra water toe. 
Dep vis droog. Leg in de pan. Bedek met tapenade, zout en sneetjes citroen. 
Deksel er op en 15-20 min in oven




",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/233E4491-8B9C-49F6-AB86-8E18D6CD211A.jpg,,,,,,,,,,15/09/2025 9:22,15/09/2025 9:22
Pesto boterbonen met kip,,,,,,,,,,"Snij bovenkant van hele knoflook af. Schenk er olijfolie in. Pak in met aluminiumfolie en zet in de oven. 
Bak kip in pan tot goudbruin en leg bij knoflook in oven. 
Snij sjalot grof en voeg toe aan pan van de kip. Bak glazig en voeg boterbonen toe. 
Roer witte wijn, citroensap, peper en bouillonblokje er doorheen en laat koken. 
Maak verse pesto
Voeg crème fraiche, zout en peper aan boterbonen toe. 
Bak brood in oven. 
Klop boter luchtig, voeg flaky zout en gebakken knoflook toe

",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/605FF822-0D9C-454B-80D2-AFDD587A4882.jpg,,,,,,,,,,15/09/2025 9:29,15/09/2025 9:29
Kippensoep Deluxe,,,,,,,,,"4 Corn Fed Chicken Thighs (bone in)
1 Fennel
1 Courgette
3 Celery Sticks
Handful of Kale
3 Garlic Cloves
1 Onion
Handful of Potatoes
Bunch if Parsley
Broth or Stock Cube
1 Lemon
1 Tin Butter Beans
Optional M&S Herb Butter and créme frâiche
Seasonings:
Turmeric
Mustard
Hot Honey
Mixed Herbs
Bay Leaf","
Place your large pan on the heat and add a generous amount of good olive oil. Pat some flaky sea salt into your chicken thigh skin and once the oil is smoking. place skin side down and fry for 4-5 mins or until crispy before turning and repeating. One both sides are seared, remove from the pan. 
2. To the pan, add your hard vegetables and aromatics; your diced onion, celery, fennel, potatoes and garlic. Season to taste with herbs of choice (dry herbs ano some fresh parsley), stir and if using add a lump of M&S garlic and herb butter. 
3. Once soft, add your bay leaf and cover with stock or broth and the juice of 1 lemon. Add a dollop of mustard, a squeeze of hot honey and any additional seasonings. Bring to a simmer and add your now skinned chicken thighs back ir (saving the skins for later).
Simmer for 30 mins before stirring through your softer vegetables or legumes (butter beans, kale, courgette). Cover and keep on very gentle heat for as long as fancy - up to 4 hrs (it only improves with time!). 
5. When serving, crisp up the chicken skins under the grill for garnish. Serve with a dollop of créme friche, s&p, fresh parsley and some warm bread.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/0E5AA269-464C-4D5B-9774-D8779D8E3596.jpg,,,,,,,,,,15/09/2025 10:03,15/09/2025 10:03
Flaky Sourdough Pie Crust,,"This all-butter sourdough pie crust is flaky and tender. Makes enough for a double 9-inch pie crust.

Notes:
Both metric and US customary measurements are provided. Use the toggle on the recipe card to switch between the two.",https://homegrownhappiness.com/flaky-sourdough-pie-crust/,15,,255,,2 9-inch pie crusts,"170 g unsalted butter (cold)
250 g all-purpose flour
1 teaspoon granulated sugar
3/4 teaspoon salt
100 g discard sourdough starter
3-5 tablespoons iced water (plus more as needed)","Begin by chopping the butter into cubes. Add the cubes to a bowl and place them in the fridge or freezer for 10 minutes to ensure it's cold.
Add the flour, salt, and sugar to a large mixing bowl. Add the cold butter cubes to the flour.
Use a pastry cutter to cut the butter into small pieces into the flour, or use a food processor to pulse it a few times to break it up. Don't let the butter pieces get too small if using a food processor.
Whisk together the discard starter and three tablespoons of ice water in a small bowl.
Make a well in the middle of the butter mixture and add the sourdough starter mixture. Use a fork to combine it to form a thick dough. Add 1/2 tablespoon of extra water at a time as needed. It needs to hold together easily but not be wet or very sticky.
If the butter has softened or the dough is warm, place it in the fridge for 30 minutes before continuing with the next step.
# Rolling the dough
Using a rolling pin, roll the dough into a rough 10-inch/25cm rectangle on a lightly floured work surface. There's no need to measure it perfectly, lengthen it to around 10 inches.
Fold the bottom ⅓ of the dough up to the middle, then fold the top ⅓ of the dough over the top to make a pamphlet shape.
Turn the dough a quarter turn and repeat this roll and fold process once more.
Once finished rolling, cut the dough into two and use your cupped hands to shape each piece into a flat disc gently.
Wrap the dough discs tightly in plastic wrap or place them in a fitted airtight container. Chill it in the fridge for at least 4 hours or up to 2 days before using it.
Alternatively, it can be frozen for up to three months in a freezer bag or airtight container.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/homegrownhappiness.com_flaky-sourdough-pie-crust.jpg,1072,70 g,183 mg,884 mg,2 g,97 g,3 g,14 g,,19/09/2025 16:46,19/09/2025 16:46
Apple Pie with Sourdough Pastry,,Sweet spiced apples encased in buttery sourdough pastry.,https://homegrownhappiness.com/apple-pie-with-sourdough-pastry/,20,60,320,9,9,"1 x Sourdough Shortcrust Pastry
1.4kg/ 3lb apples (around 8-9 apples)
½ Tablespoon lemon juice
½ Tablespoon lemon zest
100g (½ cup) granulated sugar
4 Tablespoons all-purpose flour
1 teaspoon vanilla paste or extract
1 1/2 tsp ground cinnamon
1/2 tsp ground nutmeg
1/2 tsp salt
1/4 tsp allspice
One egg + 1 tsp water
granulated sugar for topping","On a lightly floured bench, roll one of the pastry dough discs into a circle slightly larger than a 23cm/9 inch pie dish. Line the pie dish with the dough and leave any excess overhanging. Place the dish in the refrigerator to cool while you prepare the filling.
Peel and core your apples. Slice them into ½ cm slices and place them in a large bowl. Add the spices, lemon zest and juice, vanilla, sugar, flour, and salt, and toss it to combine. Set the apples aside.
On a lightly floured bench, roll out the second disc of dough into a 30cm circle. Use a pastry cutter to cut strips for your lattice, or leave it whole if you want an enclosed pastry top. Place this pastry back in the refrigerator until you're ready to use it.
Take the pastry-lined pie dish from the refrigerator and scoop the apples into it, holding any of the apple liquid back.
Take the other pastry from the refrigerator and weave the lattice strips over the pie filling. Roll the excess dough overhang from the pie dish over the ends of the lattice strips. Use the back of your knuckle to create indents and shape the edges of the pie. If you left the top pastry whole, drape it over the apples and cut two slits in the top to allow steam to escape.
Brush the top with the egg wash and sprinkle with granulated or coarse sugar. Place the pie in the refrigerator and preheat the oven to 220°C/425°F.
Bake the pie at this temperature for 20 minutes, then lower the oven heat to 190°C/375°F and bake for 35-40 minutes until the pastry is deep golden brown and the apples are cooked.
If the crust shows signs of excessive browning, you can cover the top of the pie with aluminum foil.
Once baked, leave the pie to cool down for at least four hours before slicing it.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/homegrownhappiness.com_apple-pie-with-sourdough-pastry.jpg,356 calories,15 grams fat,56 milligrams cholesterol,235 milligrams sodium,25 grams sugar,56 grams carbohydrates,3 grams fiber,2 grams protein,,19/09/2025 16:47,19/09/2025 16:47
Fabrique Bakery Style Sourdough Cardamom Buns — The Boy Who Bakes,,Sourdough Cardamom Buns made in the style of Fabrique Bakery,https://www.theboywhobakes.co.uk/recipes/2021/9/16/sourdough-swedish-cardamom-buns-with-spelt,,,,,,"Doves Farm Organic Strong White Bread Flour is available from Sainsbury’s, Ocado, many independents and www.dovesfarm.co.uk.
Doves Farm Organic White Spelt Flour is also available from Tesco.
Right now, there is 20% off these flours on www.dovesfarm.co.uk until the 30 September.
Sourdough Swedish Cardamom Buns
Makes 12
225g Doves Farm Organic Strong White Bread Flour
225g Doves Farm Organic White Spelt Flour
50g caster sugar
Zest of 1 lemon
1 tsp fine sea salt
150g mature sourdough starter, recently fed and doubled in size
185ml whole milk
2 large eggs
1 tsp vanilla bean paste
75g unsalted butter, diced and at room temperature
Filling
150g caster sugar
185g unsalted butter, very soft
2-3 tbsp ground cardamom
1/4 tsp fine sea salt","To make the dough place the flours, sugar and lemon zest into the bowl of a stand mixer, with the dough hook attached, and mix briefly to combine. Add the sourdough starter, the milk, eggs and vanilla and on low/medium speed knead until everything is moistened. Cover the bowl and set aside for 30 minutes. This stage helps to hydrate the flour and kick starts the gluten development. Add the salt and then on low/medium speed knead the dough for about 10 minutes or until the dough is smooth, elastic and forming a ball that clings to the dough hook. Add the butter one piece at a time and continue kneading until all the butter has been absorbed and the dough has become smooth and elastic again. Form the dough into a ball and place the dough into a lightly greased bowl and cover. Set the bowl aside for about 6 hours or until the dough has almost doubled in size. Transfer the bowl to the fridge and leave overnight, this firms up the dough and makes it easier to handle. At this stage the dough can be refrigerated for 24-48 hours.
Before you remove the dough from the fridge make the filling. Beat all the ingredients until soft and well combined. On a lightly floured work surface roll out the dough into a 30x60cm rectangle. Spread the filling over one half of the dough and then fold the uncovered half over, creating a square of dough. Roll out to slightly extend so the finished shape is roughly 30x40cm. Cut the dough into 12 equal sized strips.
To form the buns gently stretch out each strip of dough and grip one end with your thumb and forefinger. Fold the dough around your first three fingers and before you run out dough fold the tail end over the ring of dough and tuck the end underneath. Place the buns onto two parchment lined baking trays and cover, setting aside for 3-4 hours or until risen and puffy.
When ready to bake preheat the oven to 190ºC (170ºC Fan). Brush with a beaten egg and sprinkle liberally with pearl sugar. Bake the buns for about 20 minutes or until golden brown. Remove from the oven and set aside to cool.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/theboywhobakes.co.uk_recipes_2021_9_16_sourdough-swedish-cardamom-buns-with-spelt.webp,,,,,,,,,,07/10/2025 20:20,07/10/2025 20:20
Easy Sourdough Hamburger Buns,,"Tender, fluffy and made with 100% natural yeast, these easy sourdough burger buns are perfect for your summer BBQ. Sturdy yet soft, these buns are delicious toasted or eaten plain. Enjoy them with your next meal and make them today!
Aangepast naar 20 gram suiker en 150 gram starter en 250 ml melk

Notes:
Milk or Buttermilk: I have made this recipe with both 2% milk and buttermilk. The buns turn out more tender and have a little more sour flavor if you use the buttermilk, but they are delicious with the milk as well.
Flour: I often substitute half whole wheat or khorsan (kamut) flour for the bread flour in this recipe with good results. If you want to make these with all-purpose flour, you may need to add a little extra flour to the dough.
Stand Mixer: If you don’t have a stand mixer, it can be difficult to incorporate the butter in this recipe. I would use the recipe for my sourdough hot dog buns that will be easier to knead by hand because it uses melted butter.
Recipe Update: The recipe used to call for extra steam when baking the buns. I took this out of the recipe because I don’t usually make the buns this way anymore. If you want to add some extra steam while baking, take a handful of ice cubes and place them in a baking pan. Place the pan on the bottom rack of the oven, immediately adding the pan of burger buns on the rack above the ice cubes to steam while baking.",https://amybakesbread.com/easy-sourdough-burger-buns/,30,20,770,,8 buns,"# Levain (overnight, 10-12 hours at 78ºF)
10 grams ripe/active sourdough starter, (about 1 teaspoon)
100 grams all purpose flour, (about 3/4 cup)
100 grams water, (about 7 Tablespoons)
# Easy Sourdough Burger Buns
200 grams levain, (about 3/4 cup) aangepast naar 120 gram
240 grams milk or buttermilk, (see recipe notes, about 1 cup)
1 large egg, (about 50 grams)
40 grams sugar, (about 3 Tablespoons)
515 grams bread flour, (about 3 2/3 cup) aangepast naar 500 gram
10 grams salt, (about 1.5 teaspoons)
55 grams unsalted butter, softened, (about 4 Tablespoons)
# Toppings
1 large egg, (for egg wash)
a splash of water, (for egg wash)
sesame seeds or everything but the bagel seasoning, (to top)","# Levain (overnight/12 hours at 78ºF)
Mix together 10 grams of ripe and active sourdough starter with 100 grams flour and 100 grams water. Cover and let rise overnight or about 12 hours until it has many bubbles, doubled in size and peaked.
# Easy Sourdough Burger Buns
To the bowl of a stand mixer add levain, milk, egg, sugar, most of the bread flour and salt. Mix until completely combined and add the rest of the flour a little bit at a time until the dough is tacky (not super sticky) and pulls away from the sides of the bowl. Knead together for 3-5 minutes until smooth. Note: If you already have ripe, bubbly, active sourdough starter on hand you can substitute 200 grams of it for the levain in this recipe.
Cut the softened butter into 4 pieces and add them one at a time into the center of the dough as it mixes. Continue kneading for another 5 minutes until all the butter is incorporated and the dough is smooth and shiny.
Put the dough in a container, cover it with plastic wrap or bowl cover and set it in a warm place for 4-5 hours. Dough temperature should be 78ºF during this bulk fermentation. If your dough is colder than 78ºF, you will want to extend bulk fermentation. If the dough is warmer, bulk fermentation will be a little shorter.
At the end of bulk fermentation, the dough will have puffed up a little (maybe 30%) and feel smooth and airy. If it hasn't done these things, let it sit for a little longer. Note: At this point, you have the option to place the dough in the refrigerator overnight or for up to 48 hours. If you decide to refrigerate the dough, you may need to add a little extra time for the buns to rise once shaped.
Dump the dough out onto a countertop. Cut the dough into 8 equal pieces, about 130 grams each. Take each piece of dough and pull/pinch up the sides until it forms a ball. Roll the ball on the counter using your hand in a cupping shape (see video here) to seal the balls and create tension for the roll to rise.
Line a large baking sheet with parchment paper and place dough balls on the baking sheet apart from each other. Cover the dough and let the buns rise until doubled in size, about 3-4 hours if kept at 78-80ºF. I like to set my covered dough on a proofing mat or in my oven with the light turned on. This keeps the buns in a warm (78-80ºF) environment to rise.
You will know the burger buns have risen when they are puffed up and feel light and airy. The dough will not be hard or stiff. When you push in on the dough it will leave a small indentation in the dough, springing back just a little bit. If the dough springs back completely and the dough feels hard or compact, let it rise another half hour and check on it again. You may need to warm up the dough if it doesn't seem to be rising much.
Once the buns have risen, preheat the oven to 400ºF (remove the buns from the oven first if they are in there for rising). Place a baking stone on the bottom rack of the oven to prevent the bottom of the buns from burning.
Mix together the egg with a splash of water and brush egg wash on top of the buns if desired. Sprinkle with your favorite topping, ie: sesame seeds or ""everything but the bagel"" seasoning.
Bake for about 18-20 minutes until light brown, baked through and the inside of the bun registers 190º-195ºF. Let cool completely before toasting or using as burger buns. Enjoy!",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/amybakesbread.com_easy-sourdough-burger-buns.jpg,360,9 g,65 mg,536 mg,7 g,58 g,2 g,11 g,,11/10/2025 11:04,11/10/2025 11:04
